,sentence1,sentence2,genre,English_label,translation1,translation2,annotator 1 labels,annotator 2 labels
399,"As discussed in Section 3.3, utility engineers reported that while installing SCRs for the NOX SIP Call, crane availability has been an issue that can be accommodated with proper planning.",Utility engineers denied that crane availability problems can be solved by proper planning.,government,contradiction,"כפי שנדון בסעיף 3.3, מהנדסי שירות דיווחו כי בעת התקנת SCRs עבור קריאת NOX SIP , זמינות המנוף הייתה בעיה שניתן לפצות עליה בעזרת תכנון נכון.",מהנדסי שירותי עזר הכחישו שבעיות זמינות מנוף ניתנות לפתרון באמצעות תכנון נכון.,Contradiction,Contradiction
400,"For example in figure 4.1, although federal government saving increased as a share of GDP by 5.5 percentage points from 1990 to 2000, net national saving increased by only 1.1 percentage points because private saving as a share of GDP decreased by 4.9 percentage points over the same period.","While net numbers look encouraging to the uninitiated, private savings figures tell a bleaker story.",government,neutral,"לדוגמה, בתרשים 4.1, למרות שחיסכון הממשלה הפדרלית גדל כחלק מהתוצר המקומי הגולמי ב-5.5 אחוז מ-1990 עד 2000, החיסכון הלאומי הנקי גדל רק ב-1.1 אחוז מכיוון שהחיסכון הפרטי כחלק מהתוצר המקומי הגולמי ירד ב-4.9 אחוז באותה תקופה.","בעוד שמספרים נטו נראים מעודדים למי שאינו בקיא, נתוני החיסכון הפרטי מספרים סיפור עגום יותר.",Entailment,Entailment
401,"As it was conceived and as it has played out, LSC's State Planning Initiative is a","As it was thought by the managers, LSC's State Planning Initiative",government,neutral,"כפי שהיא נתפסה וכפי שהתנהלה, יוזמת התכנון הממלכתית של LSC","כפי שחשבו המנהלים, יוזמת התכנון הממלכתית של LSC",Entailment,Neutral
402,The Acid Rain Program is achieving its emission reduction goal at a fraction of the estimated costs because it allows and encourages innovative thinking and long range planning.,The Acid Rain Program got its goal by encouraging innovation among small businesses.,government,neutral,תוכנית ״הגשם החומצי״ משיגה את מטרת הפחתת הפליטות שלה בשבריר מהעלות המשוערת מכיוון שהיא מאפשרת ומעודדת חשיבה חדשנית ותכנון לטווח ארוך.,תוכנית ״הגשם החומצי״ השיגה את יעדיה באמצעות עידוד החדשנות בקרב עסקים קטנים.,Neutral,Neutral
403,"The state legislature also followed up on the report by creating the Commission on the Future of Maine's Courts, with a similarly broad composition.",The state legislature made no follow-up of the report.,government,contradiction,"בית המחוקקים המדינתי גם עקב אחר הדוח על ידי הקמת הוועדה לעתיד בתי המשפט של מיין, עם הרכב רחב דומה.",בית המחוקקים המדינתי לא עקב בכלל אחר הדוח.,Contradiction,Contradiction
404,"If, however, we scoped the job to examine in depth recent problems in appropriately selected nuclear plants including among others Three Mile Island, seeking to understand why the safeguards either were not complied with or were not sufficient, then we would have selected the case study method to answer the question.",Three Mile Island is a nuclear disaster but isn't or wasn't as bad as Chernobyl.,government,neutral,"אם, בכל אופן, הגדרנו את העבודה לבדוק לעומק בעיות עכשוויות במתקני גרעין שנבחרו כראוי, כולל, בין היתר, ״ת׳רי מייל איילנד״, תוך ניסיון להבין מדוע לא נעשה שימוש במנגנוני הגנה או מדוע הם לא היו מספקים, אז היינו בוחרים בשיטת מחקר מקרה כדי לענות על השאלה.","ת'רי מיילס איילנד הוא אסון גרעיני, אבל לא היה נורא או אינו נורא כמו צ'רנוביל. ",Neutral,Neutral
405,"However, audits performed in accordance with GAGAS are subject to review by other reviewers and by oversight officials more frequently than audits done in accordance with AICPA standards.",There is no need to implement additional audits in accord with GAGAS as compared with AICPA.,government,contradiction,"עם זאת, ביקורות שנערכו בהתאם ל-GAGAS כפופות לסקירה על ידי מבקרים אחרים ועל ידי מפקחים רשמיים בתדירות גבוהה יותר מאשר ביקורות שנעשו בהתאם לתקני AICPA.",אין צורך ליישם ביקורות נוספות בהתאם ל-GAGAS בהשוואה ל-AICPA.,Entailment,Neutral
406,These outputs are used to develop the emissions inventories.,These outputs will be used to develop emissions inventories that will be useful for analysis.,government,neutral,תוצאות אלה משמשות לפיתוח רשימות של הפליטות.,תוצאות אלה ישמשו לפיתוח רשימות של פליטות שיהיו שימושיים לניתוח.,Neutral,Neutral
407,Gordon Smith described difficulties he had had with his IRB in a study on drinking and boating injuries.,Gordon Smith was engaged in a study on drinking and boating injuries.,government,entailment,גורדון סמית' תיאר קשיים שהיו לו עם מועצת הביקורת הממסדית שלו במחקר על שתיית אלכוהול ופציעות שיט.,גורדון סמית' התעסק במחקר על שתיית אלכוהול ופציעות שיט.,Entailment,Entailment
408,Generate Clearly Organization representatives said that generating clearly identifiable benefits was essential for maintaining active member participation and,The Generate Clearly Organization is well-known for increasing member participation.,government,neutral,נציגי הארגון Generate Clearly אמרו שיצירת הטבות שניתן לזהות בבירור הייתה חיונית לשמירה על השתתפות פעילה של חברים ו-,ארגון Generate Clearly ידוע היטב בהגברת השתתפות החברים.,Neutral,Neutral
409,"This broad guidance was intended to provide the basic reporting requirements while allowing each entity maximum flexibility in such areas as determining what constitutes the individual stewardship items for that entity, which costs are directly attributable to the stewardship item, and how best to report on multi-use items so that users will gain the best picture of the entity's financial and performance information.",The broad guidance meant to give basic reporting standards while giving each agency flexibility in making decisions.,government,entailment,"הנחיה רחבה זו נועדה לספק את דרישות הדיווח הבסיסיות תוך מתן גמישות מירבית לכל ישות בתחומים אלה לקביעת מה מהווים פריטי האחריות האישיים עבור ישות זו, אילו עלויות מיוחסות ישירות לפריט האחריות, וכיצד לדווח בצורה הטובה ביותר על פריטים לשימושים מרובים כדי שהמשתמשים יקבלו את התמונה הטובה ביותר של המידע הפיננסי וביצועי הישות.",ההנחיות הרחבות נועדו לתת תקני דיווח בסיסיים תוך מתן גמישות לכל סוכנות בקבלת החלטות.,Entailment,Entailment
