,original_annotator_labels,genre,original_label,pairID,promptID,sentence1,translation1,sentence2,translation2,hebrew_label
262,['entailment'],slate,entailment,30113e,30113,"He uses it even more than bona fide Christian-right pols do, as Fred Barnes points out, in order to allay suspicions that he may be moderate or indifferent on social issues.","הוא משתמש בזה אפילו יותר מפוליטיקאים נוצרים-ימניים אמיתיים, כפי שמציין פרד בארנס, כדי להפיג חשדות שהוא עשוי להיות מתון או אדיש בסוגיות חברתיות.",He uses it more than the religious right does.,הוא משתמש בזה יותר מאשר הימין הדתי.,entailment
263,['contradiction'],slate,contradiction,138199c,138199,Document 1 and Document 2 are both affidavits submitted to Jackson.,מסמך 1 ומסמך 2 הם שניהם תצהירים שהוגשו לג'קסון.,Only one document was submitted to Jackson.,רק מסמך אחד הוגש לג'קסון.,contradiction
264,['neutral'],slate,neutral,115788n,115788,His memoir says he asked a nurse to check on her.,בספר הזיכרונות שלו הוא אומר שביקש מאחות לבדוק אותה.,The nurse didn't find anything when she checked on her.,האחות לא מצאה דבר כשבדקה אותה.,neutral
265,['contradiction'],slate,contradiction,127765c,127765,"Some analysts argued that the research supports two politically important  1) Humans have had so little time to diverge genetically that the differences between human races are trivial, and 2) our common ancestors came from Africa (Cro-Magnons) and drove the Europeans (Neanderthals) to extinction.","כמה אנליסטים טענו שהמחקר תומך בשני דברים חשובים מבחינה פוליטית: 1) לבני אדם היה כל כך מעט זמן להתפצל גנטית שההבדלים בין הגזעים האנושיים הם טריוויאליים, ו-2) אבותינו המשותפים הגיעו מאפריקה (קרו-מניונים) והובילו את האירופים (ניאנדרטלים) להכחדה.",Human's dna is drastically different between races.,"הדנ""א של האדם שונה באופן דרסטי בין גזעים.",contradiction
266,['entailment'],slate,entailment,86964e,86964,"(It's significant that the Gatorade Dump, where the victorious team dumps a bucket of Gatorade on its coach, was invented by Parcells' Giants.)","(זה משמעותי ש״שפיכת גייטורייד״, שבמסגרתו הקבוצה המנצחת שופכת דלי של גייטורייד על המאמן שלה, הומצא על ידי הג'איינטס תחת פארסל.)",It was the Parcells' Giants who invented the Gatorade Dump.,הג׳איינטס תחת פארסל הם שהמציאו את ״שפיכת הגייטורייד״.,entailment
267,['entailment'],slate,entailment,103615e,103615,Most of the good stuff in William Trevor's novel,רוב הדברים הטובים ברומן של ויליאם טרבור,William Trevor wrote a novel.,וויליאם טרבור כתב רומן.,entailment
268,['contradiction'],slate,contradiction,126455c,126455,I felt Wilson was sometimes too complacent in seeing human foibles (such as irrational spiritual beliefs) as evolutionarily adaptive.,הרגשתי שווילסון היה לפעמים שאנן מדי בראייה של חולשות אנושיות (כמו אמונות רוחניות לא רציונליות) כסתגלניות מבחינה אבולוציונית.,Wilson went on too long about human falicies,וילסון דיבר זמן רב מדי על טעויות אנוש,neutral
269,['contradiction'],slate,contradiction,56768c,56768,"From the safety of a TV studio, Donaldson's ready to have (someone else) pay any price, face any foe.","ממבטחו של סטודיו טלוויזיה, דונלדסון מוכן ש(מישהו אחר) ישלם כל מחיר, יתמודד מול כל אויב.","Brave as ever, Donaldson went out to the public to face the music.","אמיץ מתמיד, דונלדסון יצא לציבור כדי להתמודד עם המצב.",contradiction
270,['entailment'],slate,entailment,100093e,100093,"Lonely and anxious to be used, the condom grows so weary of the wait that he throws away his  Either the condom's owner is abstinent, or he's careless.","כשהוא בודד ולחוץ להיכנס לשימוש, הקונדום מתעייף כל כך מההמתנה שהוא זורק את ה- שלו. או שבעליו של הקונדום נמנע ממין, או שהוא חסר דאגות.",The condom is eager to be used.,הקונדום משתוקק שישתמשו בו.,entailment
271,['neutral'],slate,neutral,126407n,126407,"(Yes, if it uses speed attacks rather than electrical ones.)","(כן, אם הוא משתמש במתקפות מהירות יותר מאשר מתקפות חשמליות.)",Speed attacks are better to use than electrical ones.,מתקפות מהירות טובות יותר לשימוש ממתקפות חשמליות.,neutral
272,['neutral'],slate,neutral,26536n,26536,"They know that while the bark beetle is self-limiting, humankind is not.","הם יודעים שבעוד שחיפושית הקליפה מגבילה את עצמה, בני האדם לא.",They know the bark beetle limits itself whereas humankind does not because of our avaricious nature.,הם יודעים שחיפושית הקליפה מגבילה את עצמה בעוד שהמין האנושי לא בגלל טבענו החמדן.,neutral
273,['contradiction'],slate,contradiction,79693c,79693,The Wall Street Journal hailed it as proof of the success of new drugs.,"ה""וול סטריט ג'ורנל"" שיבח זאת כהוכחה להצלחת התרופות החדשות.","It was cited as proof the new drugs were a flop, from news sources like CNN.","זה צוטט כהוכחה לכך שהתרופות החדשות היו כישלון, ממקורות חדשותיים כמו CNN.",contradiction
274,['entailment'],slate,entailment,107996e,107996,"Basic  Though cliquey, 13-year-olds are basically nice, innocent kids (who really like Hanson).","בסיסיים אך יוצרים קליקות, בני 13 הם בעצם ילדים נחמדים ותמימים (שבאמת אוהבים את ״הנסון״).","Though they tend to group together, 13-year olds are well-intentioned and innocent.","למרות שהם נוטים להתקבץ יחד, בני 13 הם בעלי כוונות טובות ותמימים.",entailment
275,['neutral'],slate,neutral,92059n,92059,"Carlyle was inspired, if that's the word, by the writings of Thomas Malthus, who predicted that population growth would always outpace economic growth, keeping most people in perpetual poverty.","קרלייל קיבל השראה, אם זו המילה, מהכתבים של תומאס מלתוס, שצפה שהגידול באוכלוסייה תמיד יעלה על הגידול הכלכלי, וישמור את רוב האנשים בעוני מתמשך.",Carlyle read thirty of Thomas Malthus' writings.,קרלייל קרא שלושים מכתביו של תומס מלתוס.,neutral
276,['entailment'],slate,entailment,101633e,101633,This leads to ...,זה מוביל ל...,This precedes...,זה קודם ל...,contradiction
277,['contradiction'],slate,contradiction,61813c,61813,"Viral plagues such as smallpox, polio, measles, hepatitis B, rabies, and other once-terrifying scourges have only been beaten back by vaccines.","מגפות ויראליות כמו אבעבועות שחורות, פוליו, חצבת, הפטיטיס B, כלבת ומגפות אחרות הובסו רק על ידי חיסונים.","Viral plagues like smallpox, polio and hepatitis B have never been beaten by vaccines.","מגפות ויראליות כמו אבעבועות שחורות, פוליו והפטיטיס B מעולם לא הובסו על ידי חיסונים.",contradiction
278,['contradiction'],slate,contradiction,69938c,69938,"The spelling employed in this article is from The Associated Press Stylebook and Libel Manual , Slate's guide in such matters.","האיות שנעשה שימוש בו במאמר זה הוא מתוך The Associated Press Stylebook and Libel Manual, המדריך של Slate בעניינים כאלה.",Slate does not have a spelling guide for articles.,ל-Slate אין מדריך איות למאמרים.,contradiction
279,['contradiction'],slate,contradiction,22403c,22403,"It's that even as a long-term thinker, he's thinking about the wrong things.","זה שגם כבעל חשיבה לטווח ארוך, הוא עדיין חושב על הדברים הלא נכונים.",He is a successful long-term thinker who always focuses on the right projects.,הוא חושב לטווח ארוך מוצלח שמתמקד תמיד בפרויקטים הנכונים.,contradiction
280,['contradiction'],slate,contradiction,64333c,64333,Ninety-one percent of blacks (compared with 60 percent of whites) say they believe investigations into the allegations involving Clinton should 'stop now.,תשעים ואחת אחוז מהשחורים (לעומת שישים אחוז מהלבנים) אומרים שהם מאמינים שחקירת הטענות נגד קלינטון צריכות 'להיפסק עכשיו.,A higher percentage of whites than blacks want the Clinton investigation to stop now.,אחוז גבוה יותר של לבנים מאשר שחורים רוצים שהחקירה של קלינטון תיפסק עכשיו.,contradiction
